first_name,last_name,gender,date_of_birth,admission_number,roll_number,admission_date,academic_year_id,class_id,section_id
Student51,Last51,MALE,2015-05-15,ADM_CH_51,51,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student52,Last52,MALE,2015-05-15,ADM_CH_52,52,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student53,Last53,MALE,2015-05-15,ADM_CH_53,53,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student54,Last54,MALE,2015-05-15,ADM_CH_54,54,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student55,Last55,MALE,2015-05-15,ADM_CH_55,55,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student56,Last56,MALE,2015-05-15,ADM_CH_56,56,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student57,Last57,MALE,2015-05-15,ADM_CH_57,57,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student58,Last58,MALE,2015-05-15,ADM_CH_58,58,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student59,Last59,MALE,2015-05-15,ADM_CH_59,59,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student60,Last60,MALE,2015-05-15,ADM_CH_60,60,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student61,Last61,MALE,2015-05-15,ADM_CH_61,61,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student62,Last62,MALE,2015-05-15,ADM_CH_62,62,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student63,Last63,MALE,2015-05-15,ADM_CH_63,63,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student64,Last64,MALE,2015-05-15,ADM_CH_64,64,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student65,Last65,MALE,2015-05-15,ADM_CH_65,65,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student66,Last66,MALE,2015-05-15,ADM_CH_66,66,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student67,Last67,MALE,2015-05-15,ADM_CH_67,67,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student68,Last68,MALE,2015-05-15,ADM_CH_68,68,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student69,Last69,MALE,2015-05-15,ADM_CH_69,69,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student70,Last70,MALE,2015-05-15,ADM_CH_70,70,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student71,Last71,MALE,2015-05-15,ADM_CH_71,71,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student72,Last72,MALE,2015-05-15,ADM_CH_72,72,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student73,Last73,MALE,2015-05-15,ADM_CH_73,73,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student74,Last74,MALE,2015-05-15,ADM_CH_74,74,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student75,Last75,MALE,2015-05-15,ADM_CH_75,75,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student76,Last76,MALE,2015-05-15,ADM_CH_76,76,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student77,Last77,MALE,2015-05-15,ADM_CH_77,77,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student78,Last78,MALE,2015-05-15,ADM_CH_78,78,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student79,Last79,MALE,2015-05-15,ADM_CH_79,79,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student80,Last80,MALE,2015-05-15,ADM_CH_80,80,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student81,Last81,MALE,2015-05-15,ADM_CH_81,81,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student82,Last82,MALE,2015-05-15,ADM_CH_82,82,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student83,Last83,MALE,2015-05-15,ADM_CH_83,83,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student84,Last84,MALE,2015-05-15,ADM_CH_84,84,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student85,Last85,MALE,2015-05-15,ADM_CH_85,85,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student86,Last86,MALE,2015-05-15,ADM_CH_86,86,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student87,Last87,MALE,2015-05-15,ADM_CH_87,87,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student88,Last88,MALE,2015-05-15,ADM_CH_88,88,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student89,Last89,MALE,2015-05-15,ADM_CH_89,89,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student90,Last90,MALE,2015-05-15,ADM_CH_90,90,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student91,Last91,MALE,2015-05-15,ADM_CH_91,91,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student92,Last92,MALE,2015-05-15,ADM_CH_92,92,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student93,Last93,MALE,2015-05-15,ADM_CH_93,93,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student94,Last94,MALE,2015-05-15,ADM_CH_94,94,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student95,Last95,MALE,2015-05-15,ADM_CH_95,95,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student96,Last96,MALE,2015-05-15,ADM_CH_96,96,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student97,Last97,MALE,2015-05-15,ADM_CH_97,97,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student98,Last98,MALE,2015-05-15,ADM_CH_98,98,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student99,Last99,MALE,2015-05-15,ADM_CH_99,99,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student100,Last100,MALE,2015-05-15,ADM_CH_100,100,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student101,Last101,MALE,2015-05-15,ADM_CH_101,101,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student102,Last102,MALE,2015-05-15,ADM_CH_102,102,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student103,Last103,MALE,2015-05-15,ADM_CH_103,103,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
Student104,Last104,MALE,2015-05-15,ADM_CH_104,104,2026-06-01,45129be5-0a0d-4a73-b2fe-1bb61afff576,2f5a7422-9a90-47c5-b81a-ee3795df274e,4ac26b55-b710-4e01-99b6-233fe884d21e
